TID,CH,EN,Flags
TID_Firstbattle_Liubei4,<C#000000威廉姆斯：\n让我们集中火力消灭敌方的主要\n防御建筑克里姆林宫。#C>,,BubbleText
TID_MILITARYDEPOT_17,兵站人口不足，无法向公会申请援军,,
TID_SYSTEMFRIEND_NAME,正义女神,,
TID_MSG_PUSH_TIME_12,城主，是时候上线发展文明了哟！,,
TID_MSG_PUSH_TIME_24,城主，一大波奖励正在靠近，快来领取吧！,,
TID_MSG_PUSH_TIME_36,城主，真的不回来看看盖娅么，哭哭。,,
TID_EVENTS_01,<C#000000先知盖娅：\n    建设城池，就需要工人，有了工人才能建设更加\n雄伟的城池。#C>,,BubbleText
TID_EVENTS_02,<C#000000先知盖娅：\n    我们还需要有防御建筑来抵御进攻。#C>,,BubbleText
TID_EVENTS_03,<C#000000先知盖娅：\n    我们不能只抵挡，还要勇于进攻，进攻就要有军\n队，军队就需要有营地。#C>,,BubbleText
TID_EVENTS_04,<C#000000先知盖娅：\n    有了营地还不行，要有兵营才能训练出强大的部\n队。#C>,,BubbleText
TID_EVENTS_05,<C#000000先知盖娅：\n    现在让我们来训练一只训练有素的部队吧。#C>,,BubbleText
TID_EVENTS_06,<C#000000先知盖娅：\n    好马配好鞍，我们有了强大的部队，还需要有英\n雄率领。#C>,,BubbleText
TID_EVENTS_07,<C#000000先知盖娅：\n    有了英雄，必须有英雄台才能让英雄率领部队出\n征。#C>,,BubbleText
TID_EVENTS_08,<C#000000先知盖娅：\n    有了英雄台，快把英雄派遣到英雄台中吧。#C>,,BubbleText
TID_EVENTS_09,<C#000000先知盖娅：\n    伟大的领袖，请领导我们远征新月沃土吧！征服\n后会获得大量资源。#C>,,BubbleText
TID_EVENTS_10,<C#000000先知盖娅：\n    获得了大量资源，已经没地方储存了，粮食仓库\n可以提升我们存储粮食的上限。#C>,,BubbleText
TID_EVENTS_11,<C#000000先知盖娅：\n    而金币仓库则可以提升我们存储金币的上限。#C>,,BubbleText
TID_EVENTS_12,<C#000000先知盖娅：\n    资源存储上限提升了，让我们先解锁新的士兵，\n然后再去征服一些城池来获得更多的资源吧。#C>,,BubbleText
TID_EVENTS_13,<C#000000先知盖娅：\n    伟大的领袖，让我们的无敌铁骑踏破敌人的防线\n吧。#C>,,BubbleText
TID_EVENTS_14,<C#000000先知盖娅：\n    嗯，已经有这么多资源啦，快把城镇中心等级提\n升上去，这样我们会更加强大。#C>,,BubbleText
TID_EVENTS_15,<C#000000先知盖娅：\n    不错，我们的城池已经发展的有模有样了。#C>,,BubbleText
TID_EVENTS_16,<C#000000先知盖娅：\n    未来如果有不清楚的，成长任务会指引您的方向。#C>,,BubbleText
TID_EVENTS_17,<C#000000先知盖娅：\n    <C#FF0000圣水#C>是用来提升英雄等级的，除了战斗外<C#FF0000遣散#C>多\n余的英雄也会获得圣水。#C>,,BubbleText
TID_EVENTS_18,<C#000000先知盖娅：\n    看见前方的那个防御箭塔没有，优先集中火力消\n灭掉这个防御建筑，可以减少士兵的损失。#C>,,BubbleText
TID_EVENTS_19,<C#000000先知盖娅：\n    让我们再接再厉，一鼓作气的继续进攻吧！#C>,,BubbleText
TID_EVENTS_20,<C#000000先知盖娅：\n    领袖，请继续带领您的军队前进吧！#C>,,BubbleText
TID_EVENTS_21,<C#000000先知盖娅：\n    守备队在防御敌人进攻时，会自动产出士兵用于\n防御，请合理放置位置。#C>,,BubbleText
TID_EVENTS_22,<C#000000先知盖娅：\n君主，钱不够了怎么办？还\n记得之前教的吗，没钱就出\n去抢吧！#C>,,BubbleText
TID_EVENTS_23,<C#000000先知盖娅：\n记住了吧，没钱就要出去抢\n哦！现在快去升级城镇中心吧。#C>,,BubbleText
TID_EVENTS_24,<C#000000汉室皇族：\n没想到你现在发展的这么好，\n中央现在需要你出力帮忙征\n讨逆贼。#C>,,BubbleText
TID_EVENTS_25,<C#000000汉室皇族：\n干的漂亮，这个是给你的奖\n励，请收下。中央需要\n你。#C>,,BubbleText
TID_EVENTS_26,<C#000000君主，没钱了怎么办？还记\n得之前教的嘛，没钱就带兵\n出去抢啊！#C>,,BubbleText
TID_EVENTS_27,<C#000000君主，你可以通过<C#FF0000好友列表#C>\n访问你的好友城市，访问时\n有可能会遇到惊喜哦！#C>,,BubbleText
TID_EVENTS_28,<C#000000大法官：\n有时间可以来拜访一下，发现\n我城市中的宝物没有，采集\n后会获得惊喜哦！#C>,,BubbleText
TID_EVENTS_29,<C#000000大法官：\n拜访好友城市，每四小时就\n有机会发现宝物或惊喜哦！#C>,,BubbleText
TID_EVENTS_30,<C#000000君主，高级建筑的建造时间\n都非常长，可通过向好友求\n助，每次可<C#FF0000缩短两小时#C>建造\n时间！#C>,,BubbleText
TID_EVENTS_31,<C#000000大法官：\n收到你的求助信息了，举手\n之劳。就让我来帮助你吧#C>,,BubbleText
TID_EVENTS_32,<C#000000大法官：\n我希望你在有空的时候，能过\n来帮助我管理一下城市吗？#C>,,BubbleText
TID_EVENTS_33,<C#000000君主，刚刚收到大法官的求\n助信息，让我们赶快过去看\n看吧。#C>,,BubbleText
TID_EVENTS_34,<C#000000君主，在这个界面中我们可\n以看到您的好友发起的所有\n<C#FF0000求助信息#C>，点击后成功帮助\n好友！#C>,,BubbleText
TID_EVENTS_35,<C#000000君主，解决好友的<C#FF0000求助信息#C>\n，帮助越多<C#FF0000酒馆进度#C>就加\n得越快！获得的奖励就越多！#C>,,BubbleText
TID_EVENTS_36,<C#000000酒馆进度达到100%后，\n点取酒馆建筑<C#FF0000奖励图标#C>\n即可获取酒馆奖励。这可\n是游戏里<C#FF0000最丰厚的奖励#C>#C>,,BubbleText
TID_EVENTS_37,<C#000000君主，在酒馆中领取的礼\n包会直接发放到<C#FF0000邮箱#C>中，请\n到<C#FF0000邮箱#C>中领取！#C>,,BubbleText
TID_EVENTS_38,<C#000000先知盖娅：\n    要想加入一个强力的组织，我们需要有公会议事\n厅才行啊！#C>,,BubbleText
TID_EVENTS_39,<C#000000先知盖娅：\n    在这里可以创建自己的公会，也可以加入其他的\n公会。#C>,,BubbleText
TID_EVENTS_40,<C#000000君主，石油是游戏中最珍贵\n的资源。能够提升英雄的等\n级，训练更加强大的特殊军队。#C>,,BubbleText
TID_EVENTS_41,<C#000000先知盖娅：\n我们需要英雄来统领军队，\n让我们快去招募一名英雄吧。#C>,,BubbleText
TID_EVENTS_42,<C#000000先知盖娅：\n君主，有了英雄，还需要建\n造一座<C#FF0000战争高台。#C>,,BubbleText
TID_EVENTS_43,<C#000000君主，在英雄信息界面中可\n以查看当前英雄的属性和技\n能等一切信息。#C>,,BubbleText
TID_EVENTS_44,<C#000000君主，医疗兵能够回复友方\n单位，减少在攻略其他玩家\n城市时的压力。#C>,,BubbleText
TID_EVENTS_45,<C#000000君主，已经没有什么可教的\n了，未来的发展就看君主你\n自己了！#C>,,BubbleText
TID_EVENTS_46,<C#000000法西斯军队：\n大胆狂徒，居然敢偷袭我！\n下次叫你有来无回！#C>,,BubbleText
TID_EVENTS_47,<C#000000法西斯军队：\n小子，本大爷的防御工事升\n级了，你要是再敢来，我会\n让你的小卒子们死的很惨！#C>,,BubbleText
TID_EVENTS_48,<C#000000法西斯军队：\n别得意，下次就没这么轻松\n了！我会用更厚的城墙围住\n更强大的火炮！#C>,,BubbleText
TID_EVENTS_49,<C#000000先知盖娅：\n君主让我们继续加紧发\n展城市吧！#C>,,BubbleText
TID_EVENTS_50,<C#000000先知盖娅：\n敌军越来越狡猾了，真替君\n主担心。我们需要新的兵种\n来对付城墙中的火炮。#C>,,BubbleText
TID_EVENTS_51,<C#000000先知盖娅：\n太好了！<C#FF0000弓箭手远距离越墙\n攻击#C>，有了她的帮助就可以\n轻松解决城墙后面的火炮了！#C>,,BubbleText
TID_EVENTS_52,<C#000000法西斯军队：\n守不住了，快撤！#C>,,BubbleText
TID_EVENTS_53,<C#000000先知盖娅：\n哎呀，我们又没钱了。#C>,,BubbleText
TID_EVENTS_54,<C#000000神秘人：\n好了好了，有钱了记得赶快\n升级城市，不然你也会成为\n别人眼中的肥羊哟！#C>,,BubbleText
TID_EVENTS_55,<C#000000先知盖娅：\n为了更快建设我们的城市，\n我们需要更多的工匠！#C>,,BubbleText
TID_EVENTS_56,<C#000000先知盖娅：\n指引到此告一段落，接下来\n为您准备了丰富的<C#FF0000成长任务#C>！\n去开启您的东亚霸业吧！#C>,,BubbleText
TID_EVENTS_57,<C#000000先知盖娅：\n现在你已经知道如何完成任\n务建设自己的城市了，记得\n跟着任务发展哦！#C>,,BubbleText
TID_EVENTS_58,<C#000000神秘人：\n带上你的士兵，准备好了就\n出发！#C>,,BubbleText
TID_EVENTS_59,<C#000000神秘人：\n这个玩家看上去和你一样穷！\n别想了，直接点<C#FF0000下一个#C>按钮。\n记住！直到找到土豪为止。#C>,,BubbleText
TID_EVENTS_60,<C#000000大法官：\n好了，那我先走了，以后有\n我<C#FF0000大法官#C>帮你，前途无量。\n不要太想我哟。#C>,,BubbleText
TID_EVENTS_61,<C#000000先知盖娅：\n现在我们不再为钱粮发愁了！\n接下来就是我们如何继续发\n展的问题了。#C>,,BubbleText
TID_EVENTS_62,<C#000000先知盖娅：\n我们有丰富的登录奖励，\n记得每天上来领哦！#C>,,BubbleText
TID_EVENTS_63,<C#000000汉室皇族：\n叛军势力越发强大。人民生活在水\n深火热中。还希望你出份力，\n铲除叛军！#C>,,BubbleText
TID_EVENTS_64,<C#000000君主，当我们拥有兵站后，\n就可以通过兵站向<C#FF0000好友或者\n公会#C>发起求兵的求助信息。#C>,,BubbleText
TID_EVENTS_65,<C#000000先知盖娅：\n哇！我们已经这么强了啊！\n点击联赛可以进入联赛界面。#C>,,BubbleText
TID_EVENTS_66,<C#000000先知盖娅：\n君主，在这里可以查看自己\n当前所在联赛的排名和等级。#C>,,BubbleText
TID_EVENTS_67,<C#000000先知盖娅：\n现在拥有了战争高台，快派\n遣英雄出战吧。#C>,,BubbleText
TID_EVENTS_68,<C#000000先知盖娅：\n请先建造一座兵工研究厅吧。#C>,,BubbleText
TID_EVENTS_69,<C#000000先知盖娅：\n君主，让我们建造一座铜雀\n台吧！#C>,,BubbleText
TID_EVENTS_70,<C#000000先知盖娅：\n神器只有在进驻了一名武\n将后，才会有攻击能力。#C>,,BubbleText
TID_EVENTS_71,<C#000000先知盖娅：\n君主，每次玩家对战获胜后\n都可以获得大量宝箱，记得\n打开看看！#C>,,BubbleText
TID_EVENTS_72,<C#000000先知盖娅：\n我先帮你到这里了，接下来\n的成长就要靠您自己了！#C>,,BubbleText
TID_EVENTS_73,<C#000000先知盖娅：\n君主，除了文明探索外，<C#FF0000重\n金纳贤中也有机会获得英雄，\n一天有一次免费机会哦！#C>#C>,,BubbleText
TID_EVENTS_74,<C#000000先知盖娅：\n在招募中可以有机会获\n得紫色品质英雄，且每天一\n次免费机会，请记得来试试！#C>,,BubbleText
TID_EVENTS_75,<C#000000先知盖娅：\n君主，让我们再招募一名武\n将，继续壮大我们的实力吧！#C>,,BubbleText
TID_EVENTS_76,<C#000000先知盖娅：\n现在已经拥有2张同品质的\n英雄了，我们可以用这2张\n来融合成一张更高星级的。#C>,,BubbleText
TID_EVENTS_77,<C#000000先知盖娅：\n这里是融合界面，你可以在\n这里把不要的英雄通过融合\n来获得更高品质的英雄。#C>,,BubbleText
TID_EVENTS_78,<C#000000先知盖娅：\n君主，当拥有多个同品质武\n将时，可以把不需要的用于\n提升英雄统率。#C>,,BubbleText
TID_EVENTS_79,<C#000000先知盖娅：\n统率成长能够提升英雄的生\n命和伤害。#C>,,BubbleText
TID_EVENTS_80,<C#000000先知盖娅：\n君主，提升等级能够增强武\n将的能力。#C>,,BubbleText
TID_EVENTS_81,<C#000000先知盖娅：\n恭喜君主，我们现在可以建\n造自己的府邸了。#C>,,BubbleText
TID_EVENTS_82,<C#000000先知盖娅：\n有了战争学院就能<C#FF0000研制战术#C>，建\n造强大的防御建筑<C#FF0000机枪塔#C>，增\n加<C#FF0000出兵人口上限#C>。#C>,,BubbleText
TID_SHARE_11,分享视频,,
TID_SHARE_12,你可以将战斗视频分享给你的好友,,
TID_SHARE_13,播放视频,,
TID_SHARE_14,进攻了：,,
TID_SHARE_15,防御了：,,
TID_SHARE_16,视频墙,,
TID_SHARE_17,分享炫耀,,ImageText
TID_SHARE_18,你成功分享了一条战斗视频\n赶快告诉的你好友吧,,
TID_MILITARYDEPOT_18,求援,,
TID_MILITARYDEPOT_19,%s给你捐赠了%d级的%s,,
TID_MISSON_STORY_13,<C#000000哲别：\n是谁这么大胆，竟然敢来偷\n袭我的山寨#C>,,BubbleText
TID_MISSON_STORY_14,<C#000000哲别：\n小的们，给我打起精神来\n，跟我冲#C>,,BubbleText
TID_MISSON_STORY_15,<C#000000埃及艳后：\n探子在硫磺岛发现了一群叛军\n基地。消灭他们，平定硫磺岛#C>,,BubbleText
TID_MISSON_STORY_16,<C#000000克利苏斯：\n糟糕，我们被发现了。既然\n如此，你们就都留在这里吧！#C>,,BubbleText
TID_MISSON_STORY_17,<C#000000埃及艳后：\n前面就是硫磺岛了，君主只要\n拿下硫磺岛，叛军必将元气大\n伤#C>,,BubbleText
TID_MISSON_STORY_18,<C#000000盖约格拉古：\n盖约格拉古将军！请务必守住此军事要地\n阻挡敌军！#C>,,BubbleText
TID_MISSON_STORY_19,<C#000000埃及艳后：\n前面就是硫磺岛了。君主，只\n要拿下硫磺岛，便可占领军\n事要地#C>,,BubbleText
TID_MISSON_STORY_20,<C#000000张鲁：\n快，快来人！快给我守住城\n池！#C>,,BubbleText
TID_MILITARYDEPOT_20,我需要援军,,
TID_NewFree,免费,,
TID_MISSON_STORY_21,<C#000000奥斯曼：\n竟然这么点兵力就来偷袭，\n让你们知道我奥斯曼的厉害！#C>,,BubbleText
TID_ALLMAIL_NOTICE,一键领取完成，剩下的邮件包含特殊资源或者存储空间不足，请手动领取,,
TID_ALLMAIL_NOTICE1,一键领取完毕,,
TID_ALLMAIL_NOTICE2,没有邮件可以领取,,
TID_MAIL_RECEIVED,邮件领取成功！,,
TID_MAXRECEIVETILI_DAY,每日体力上限：%d/%d,,
TID_MAXRECEIVETILI_DAY_RED,每日体力上限：<C#FF0000%d/%d#C>,,
TID_PLAYERMAIL_NUM,玩家邮件：%d/%d,,
TID_PLAYERMAIL_NUM_RED,玩家邮件：<C#FF0000%d/%d#C>,,
TID_SYSMAIL_NUM,系统邮件：%d/%d,,
TID_SYSMAIL_NUM_RED,系统邮件：<C#FF0000%d/%d#C>,,
TID_ALLMAIL_BUTTON,一键领取,,
TID_SYSMAIL_NOGH,您城镇中心没有达到3级，无法收取含有英雄的邮件！,,
TID_TRAINING_WARNING,!!!,,
TID_TASK_106,升级至2级金币仓库,,
TID_TASK_107,升级至2级粮食仓库,,
TID_PVPMISSON_1,法西斯军队,,
TID_PVPMISSON_2,法西斯军队,,
TID_PVPMISSON_3,法西斯军队,,
TID_PVPMISSON_4,法西斯军队,,
TID_PVPMISSON_5,法西斯军队,,
TID_PVPMISSON_6,法西斯军队,,
TID_PVPMISSON_7,法西斯军队,,
TID_PVPMISSON_8,法西斯军队,,
TID_UIINTRO_FINISH,<C#000000大法官把国家要务留在\n了<C#FF0000成长任务#C>里，快去看看吧#C>,,BubbleText
TID_MISSON_STORY_22,<C#000000屋大维：\n我不会让你们靠近父亲大人\n的。父亲的荣耀，由我来守护！#C>,,BubbleText
TID_MISSON_STORY_23,<C#000000埃及艳后：\n呵呵~这么多人到非洲来做\n客啊#C>,,BubbleText
TID_MISSON_STORY_24,<C#000000埃及艳后：\n就让我来好好款待一下大家\n吧~#C>,,BubbleText
TID_ACTIVITY_07,您获得了新手奖励,,
TID_MAIL_TIME1,剩余期限：无限,,
TID_MAIL_TIME2,剩余期限：%d天%d小时,,
TID_MAIL_TIME3,剩余期限：%d小时,,
TID_MAIL_TIME4,剩余期限：%d分钟,,
TID_NEWAWARDS_01,新手礼包,,
TID_NEWAWARDS_02,新人开始的前三天，每天都可以领取一份超值豪华大礼包！每天上线即可领取，让你轻松升级不用愁！,,
TID_NEWAWARDS_03,10<C#00FF00宝石#C>，10000<C#FFFF00资源#C>,,
TID_NEWAWARDS_04,<C#56B9FF蓝色#C>英雄，100<C#00FF00宝石#C>,,
TID_NEWAWARDS_05,200<C#00FF00宝石#C>，30000<C#FFFF00资源#C>,,
TID_MAIL_WUJIANG_INFO,%s x %d,,
TID_MAIL_TILI_OVER,已达到每日接受好友体力上限，不能领取该邮件,,
TID_MAIL_WUJIANG_OVER,战争高台空间不足，不能领取该邮件,,
TID_NEWAWARDS_06,1,,
TID_NEWAWARDS_07,1,,
TID_NEWAWARDS_08,<C#FF8400首日礼包#C>,,
TID_NEWAWARDS_09,<C#FF8400精美礼包#C>,,
TID_NEWAWARDS_10,<C#FF8400豪华礼包#C>,,
TID_NEWAWARDS_11,首日礼包,,
TID_NEWAWARDS_12,次日礼包,,
TID_NEWAWARDS_13,三日礼包,,
TID_MILITARYDEPOT_21,兵站可以容纳你从公会或者好友那里申请来的援军。援军可以帮助你进攻其他城市或者防御自己的城市。,,
TID_CUP_TITLE,我的联赛,,
TID_NEWAWARDS_14,在线奖励,,ImageText
TID_NEWAWARDS_15,距离下次领奖还剩,,
TID_BUILDING_SELECT_NAME,%s（等级%d）,,
TID_CORNUCOPIA,酒馆,,
TID_ROB,好友掠夺,,
TID_CORNUCOPIA_INFO,注:好友掠夺只是抢夺好友酒馆内的资源，不会对城市造成伤害。,,
TID_ROB_TITLE,可掠夺好友资源,,
TID_ROB_WIN,资源我借走了，谢了哟！,,
TID_ROB_WIN_BACK,(好友抢走你的酒馆资源，你获得了部分补偿),,
TID_ROB_FAIL,你太狠了，不就一点资源吗？友尽！,,
TID_ROB_RETURN_INFO,被掠夺补偿：,,
TID_LEAGUE_LV1,一级,,
TID_LEAGUE_LV2,二级,,
TID_LEAGUE_LV3,三级,,
TID_LEAGUE_COPER,青铜,,
TID_LEAGUE_SILVER,白银,,
TID_LEAGUE_GOLD,黄金,,
TID_LEAGUE_CRISTAL,水晶,,
TID_LEAGUE_MASTER,大师,,
TID_LEAGUE_CHAMPION,冠军,,
TID_LEAGUE,联赛,,
TID_LEAGUE_NEXT,下一级联赛,,
TID_LEAGUE_MACTH,至尊联赛,,
TID_LEAGUE_ENDTIME,结束还有:,,
TID_LEAGUE_SEASONTIME,赛季剩余：,,
TID_LEAGUE_TOP3AWARD,排名前五的公会将得到：\n（由公会内排名前10名玩家平分）,,
TID_LEAGUE_UPGRADE,已晋级,,
TID_LEAGUE_QUITINFO,您的声望数达到0，已经退出至尊联赛，当您的声望数达到100后，将会重回联赛。祝您早日回归联赛！,,
TID_LEAGUE_MEMBER,成员：,,
TID_LEAGUE_CLICKINFO,点击查看详情,,
TID_LEAGUE_EXTRAAWARD,每轮额外奖励：,,
TID_LEAGUE_JOINMACTH,你已进入联赛！,,
TID_LEAGUE_EXTRAAWARDINFO,在联赛中，将获得额外的奖励：,,
TID_LEAGUE_MACTHLEVEL,联赛等级,,
TID_LEAGUE_CHAMPIONINFO,参与联赛的等级越高，额外奖励越丰厚！\n冠军联赛中的额外奖励是：,,
TID_LEAGUE_LEVEL,级别,,
TID_LEAGUE_LEVELUP,你已升级到,,
TID_LEAGUE_LEVELDOWN,你已降级到,,
TID_LEAGUE_MATCHINTRO,进攻任何玩家来获得进入联赛的资格\n进攻结束后，您拥有的声望数将决定您进入的联赛级别\n联赛固定为每周周日零点结束,,
TID_LEAGUE_LETTERTITLE,联赛嘉奖,,
TID_LEAGUE_LETTERINFO1,尊敬的君王大人，您的公会在至尊联赛的上一赛季内勇夺第,,
TID_LEAGUE_LETTERINFO2,名，请收下这些奖励！希望您能再接再厉。,,
TID_LEAGUE_ATTACKWIN,进攻获胜：,,
TID_LEAGUE_ATTACKLOSE,防守获胜：,,
TID_LEAGUE_TOPLEVEL,已达到顶级联赛,,
TID_LEVEL_AWARDS_01,成就,,
TID_LEVEL_AWARDS_02,你已成功领取奖励，请注意查收奖励邮件,,
TID_LEVEL_AWARDS_03,升级城镇中心,,
TID_LEVEL_AWARDS_04,升级城镇中心,,
TID_LEVEL_AWARDS_05,升级城镇中心,,
TID_LEVEL_AWARDS_06,升级城镇中心,,
TID_LEVEL_AWARDS_07,升级城镇中心,,
TID_LEVEL_AWARDS_08,升级城镇中心,,
TID_LEVEL_AWARDS_09,升级城镇中心,,
TID_LEVEL_AWARDS_10,战役模式（普通）,,
TID_LEVEL_AWARDS_11,战役模式（困难）,,
TID_LEVEL_AWARDS_12,战役模式（噩梦）,,
TID_LEVEL_AWARDS_13,声望数达到800,,
TID_LEVEL_AWARDS_14,声望数达到1250,,
TID_LEVEL_AWARDS_15,声望数达到2000,,
